,settlementDate,settlementPeriod,systemSellPrice,systemBuyPrice,netImbalanceVolume
557,2023-10-12,30,57.7,57.7,-98.50948
558,2023-10-12,31,103.0,103.0,21.0908
559,2023-10-12,32,57.7,57.7,-675.3922
560,2023-10-12,33,58.0,58.0,-122.19211
561,2023-10-12,34,57.0,57.0,-1162.6449
562,2023-10-12,35,49.5,49.5,-1253.3296
563,2023-10-12,36,0.0,0.0,-1223.2631
564,2023-10-12,37,58.0,58.0,-1329.9302
565,2023-10-12,38,0.0,0.0,-1498.9938
566,2023-10-12,39,0.0,0.0,-1363.9637
567,2023-10-12,40,58.54028,58.54028,-1373.5828
568,2023-10-12,41,60.0,60.0,-894.9289
569,2023-10-12,42,58.0,58.0,-846.30225
570,2023-10-12,43,58.0,58.0,-2.9134
571,2023-10-12,44,37.0,37.0,-379.3995
572,2023-10-12,45,135.0,135.0,46.61471
573,2023-10-12,46,135.0,135.0,162.172
574,2023-10-12,47,43.0,43.0,-495.5527
575,2023-10-12,48,133.0,133.0,82.61
576,2023-10-13,1,64.56,64.56,-90.5963
577,2023-10-13,2,60.3,60.3,-82.88699
578,2023-10-13,3,60.3,60.3,-30.1608
579,2023-10-13,4,133.0,133.0,48.0482
580,2023-10-13,5,133.0,133.0,254.7778
581,2023-10-13,6,138.0,138.0,254.2899
582,2023-10-13,7,130.0,130.0,20.7345
583,2023-10-13,8,133.0,133.0,48.8355
584,2023-10-13,9,149.0,149.0,595.9142
585,2023-10-13,10,149.0,149.0,722.59106
586,2023-10-13,11,67.14,67.14,-34.8514
587,2023-10-13,12,50.0,50.0,-367.8762
588,2023-10-13,13,52.0,52.0,-254.52
589,2023-10-13,14,139.0,139.0,195.0422
590,2023-10-13,15,133.0,133.0,28.3765
591,2023-10-13,16,149.0,149.0,308.6444
592,2023-10-13,17,140.0,140.0,92.7469
593,2023-10-13,18,149.0,149.0,394.2884
594,2023-10-13,19,159.0,159.0,885.9597
595,2023-10-13,20,160.0,160.0,983.196
596,2023-10-13,21,144.0,144.0,536.5183
597,2023-10-13,22,142.0,142.0,141.8041
598,2023-10-13,23,-6.07,-6.07,-405.81696
599,2023-10-13,24,0.0,0.0,-350.43835
600,2023-10-13,25,27.0,27.0,-507.489
601,2023-10-13,26,-16.9,-16.9,-285.1843
602,2023-10-13,27,27.6,27.6,-337.2731
603,2023-10-13,28,29.33013,29.33013,-111.3946
604,2023-10-13,29,142.0,142.0,105.69369
605,2023-10-13,30,142.22496,142.22496,293.1749
606,2023-10-13,31,33.97,33.97,-8.22889
607,2023-10-13,32,142.0,142.0,78.12659
608,2023-10-13,33,66.85,66.85,-83.51289
609,2023-10-13,34,0.0,0.0,-242.41641
610,2023-10-13,35,0.0,0.0,-174.4276
611,2023-10-13,36,159.0,159.0,285.3997
612,2023-10-13,37,159.0,159.0,575.7958
613,2023-10-13,38,159.0,159.0,525.1248
614,2023-10-13,39,159.0,159.0,233.7271
615,2023-10-13,40,30.0,30.0,-13.94168
616,2023-10-13,41,158.0,158.0,189.4372
617,2023-10-13,42,-26.61,-26.61,-70.98999
618,2023-10-13,43,-61.04,-61.04,-194.9894
619,2023-10-13,44,-61.04,-61.04,-315.6523
620,2023-10-13,45,25.78,25.78,-19.37256
621,2023-10-13,46,9.24,9.24,-22.20518
622,2023-10-13,47,-61.04,-61.04,-126.2518
623,2023-10-13,48,-61.04,-61.04,-312.5228
624,2023-10-14,1,-3.55,-3.55,-341.8793
625,2023-10-14,2,-4.13,-4.13,-485.9222
626,2023-10-14,3,-4.8,-4.8,-538.1448
627,2023-10-14,4,-4.22,-4.22,-406.198
628,2023-10-14,5,-2.66,-2.66,-507.5235
629,2023-10-14,6,-3.42,-3.42,-669.4267
630,2023-10-14,7,-2.59,-2.59,-585.8705
631,2023-10-14,8,-2.59,-2.59,-604.4316
632,2023-10-14,9,-4.27,-4.27,-619.6991
633,2023-10-14,10,-5.87,-5.87,-820.7958
634,2023-10-14,11,-2.10611,-2.10611,-500.5152
635,2023-10-14,12,-50.0,-50.0,-679.2872
636,2023-10-14,13,-61.04,-61.04,-1096.0873
637,2023-10-14,14,-57.31,-57.31,-934.9313
638,2023-10-14,15,-61.04,-61.04,-1376.1882
639,2023-10-14,16,0.5,0.5,-952.867
640,2023-10-14,17,22.63,22.63,-236.3824
641,2023-10-14,18,24.5,24.5,-101.9884
642,2023-10-14,19,142.0,142.0,35.6798
643,2023-10-14,20,16.85,16.85,-173.3883
644,2023-10-14,21,16.0,16.0,-161.7777
645,2023-10-14,22,15.3704,15.3704,-180.0925
646,2023-10-14,23,145.0,145.0,142.85062
647,2023-10-14,24,39.57,39.57,21.7816
648,2023-10-14,25,6.18845,6.18845,-296.5193
649,2023-10-14,26,-26.61,-26.61,-467.01642
650,2023-10-14,27,-2.61,-2.61,-93.5302
651,2023-10-14,28,-3.63,-3.63,-139.2037
652,2023-10-14,29,56.1,56.1,-0.3043
653,2023-10-14,30,-2.53,-2.53,-261.235
654,2023-10-14,31,158.0,158.0,48.30389
655,2023-10-14,32,158.0,158.0,14.8096
656,2023-10-14,33,0.0,0.0,-275.10968
657,2023-10-14,34,0.0,0.0,-185.5886
658,2023-10-14,35,0.5,0.5,-63.38349
659,2023-10-14,36,163.0,163.0,413.9596
660,2023-10-14,37,168.0,168.0,714.1024
661,2023-10-14,38,169.0,169.0,845.7234
662,2023-10-14,39,163.0,163.0,125.2253
663,2023-10-14,40,43.0,43.0,-4.6722
664,2023-10-14,41,0.5,0.5,-123.51091
665,2023-10-14,42,0.0,0.0,-344.3533
666,2023-10-14,43,0.5,0.5,-165.23528
667,2023-10-14,44,165.0,165.0,313.8897
668,2023-10-14,45,163.0,163.0,288.066
669,2023-10-14,46,0.0,0.0,-100.31441
670,2023-10-14,47,-2.21,-2.21,-858.3174
671,2023-10-14,48,11.77613,11.77613,-850.2147
672,2023-10-15,1,1.0,1.0,-686.8323
673,2023-10-15,2,2.18,2.18,-480.9058
674,2023-10-15,3,-3.6904,-3.6904,-451.1499
675,2023-10-15,4,-4.05,-4.05,-508.6872
676,2023-10-15,5,-7.54,-7.54,-756.5405
677,2023-10-15,6,-8.8,-8.8,-889.1434
678,2023-10-15,7,-1.68,-1.68,-907.7035
679,2023-10-15,8,-2.93,-2.93,-1031.1077
680,2023-10-15,9,-0.35,-0.35,-849.4811
681,2023-10-15,10,0.84,0.84,-715.609
682,2023-10-15,11,1.68,1.68,-925.7973
683,2023-10-15,12,2.47,2.47,-770.8842
684,2023-10-15,13,15.3,15.3,-1163.5992
685,2023-10-15,14,17.18,17.18,-729.0027
686,2023-10-15,15,28.19,28.19,-421.1081
687,2023-10-15,16,33.7,33.7,-179.481
688,2023-10-15,17,0.5,0.5,-69.3769
689,2023-10-15,18,150.0,150.0,74.9905
690,2023-10-15,19,0.5,0.5,-142.4655
691,2023-10-15,20,0.5,0.5,-277.48032
692,2023-10-15,21,0.0,0.0,-406.78
693,2023-10-15,22,0.0,0.0,-551.8278
694,2023-10-15,23,-25.0,-25.0,-739.28357
695,2023-10-15,24,-45.87,-45.87,-865.5641
696,2023-10-15,25,-25.0,-25.0,-725.7644
697,2023-10-15,26,0.0,0.0,-557.24414
698,2023-10-15,27,0.5,0.5,-197.0179
699,2023-10-15,28,0.5,0.5,-35.2712
700,2023-10-15,29,0.5,0.5,-203.10959
701,2023-10-15,30,2.80671,2.80671,-1.5904
702,2023-10-15,31,150.0,150.0,87.12329
703,2023-10-15,32,162.0,162.0,285.955
704,2023-10-15,33,168.0,168.0,293.3968
705,2023-10-15,34,200.0,200.0,332.5857
706,2023-10-15,35,197.0,197.0,471.3108
707,2023-10-15,36,207.0,207.0,651.167
708,2023-10-15,37,240.0,240.0,872.3201
709,2023-10-15,38,280.0,280.0,1394.8743
710,2023-10-15,39,242.0,242.0,1052.9049
711,2023-10-15,40,209.0,209.0,403.8192
712,2023-10-15,41,162.0,162.0,83.5767
713,2023-10-15,42,162.0,162.0,204.5225
714,2023-10-15,43,162.0,162.0,122.6561
715,2023-10-15,44,35.0,35.0,-42.5205
716,2023-10-15,45,188.33002,188.33002,246.4472
717,2023-10-15,46,170.0,170.0,67.2655
718,2023-10-15,47,195.0,195.0,258.0244
719,2023-10-15,48,195.0,195.0,354.9545
720,2023-10-16,1,170.0,170.0,223.5386
721,2023-10-16,2,118.04,118.04,111.67261
722,2023-10-16,3,40.0,40.0,-104.56329
723,2023-10-16,4,160.0,160.0,123.07899
724,2023-10-16,5,160.0,160.0,14.6382
725,2023-10-16,6,160.0,160.0,8.7955
726,2023-10-16,7,35.77954,35.77954,-18.76659
727,2023-10-16,8,160.0,160.0,58.70151
728,2023-10-16,9,35.0,35.0,-136.0305
729,2023-10-16,10,35.0,35.0,-288.848
730,2023-10-16,11,30.0,30.0,-313.60718
731,2023-10-16,12,30.0,30.0,-182.93188
732,2023-10-16,13,144.37,144.37,22.997
733,2023-10-16,14,147.7,147.7,182.2463
734,2023-10-16,15,164.0,164.0,245.19963
735,2023-10-16,16,178.795,178.795,257.4267
736,2023-10-16,17,186.0902,186.0902,274.4746
737,2023-10-16,18,159.0,159.0,177.3892
738,2023-10-16,19,189.5,189.5,527.1689
739,2023-10-16,20,183.36,183.36,382.1815
740,2023-10-16,21,169.0,169.0,272.7883
741,2023-10-16,22,169.0,169.0,220.74979
742,2023-10-16,23,169.0,169.0,396.6708
743,2023-10-16,24,159.0,159.0,463.6533
744,2023-10-16,25,168.0,168.0,472.13892
745,2023-10-16,26,159.0,159.0,187.0062
746,2023-10-16,27,159.0,159.0,75.292
747,2023-10-16,28,159.0,159.0,93.9347
748,2023-10-16,29,150.0,150.0,4.9929
749,2023-10-16,30,101.91967,101.91967,-1.5915
750,2023-10-16,31,51.75,51.75,-73.1639
751,2023-10-16,32,51.0,51.0,-170.8532
752,2023-10-16,33,52.2,52.2,-113.6358
753,2023-10-16,34,163.97,163.97,48.6997
754,2023-10-16,35,70.0,70.0,-29.964
755,2023-10-16,36,52.3,52.3,-79.81591
756,2023-10-16,37,53.2,53.2,-58.6399
757,2023-10-16,38,286.0,286.0,236.392
758,2023-10-16,39,310.0,310.0,320.6346
759,2023-10-16,40,148.48,148.48,133.6608
760,2023-10-16,41,132.84,132.84,190.5335
761,2023-10-16,42,130.34,130.34,31.5912
762,2023-10-16,43,121.94,121.94,302.6556
763,2023-10-16,44,53.2,53.2,-9.0554
764,2023-10-16,45,53.2,53.2,-27.5673
765,2023-10-16,46,105.89013,105.89013,203.1423
766,2023-10-16,47,129.0,129.0,24.7591
767,2023-10-16,48,129.0,129.0,246.73259
768,2023-10-17,1,129.0,129.0,78.7804
769,2023-10-17,2,138.0,138.0,114.7665
770,2023-10-17,3,134.0,134.0,139.6749
771,2023-10-17,4,100.43,100.43,128.475
772,2023-10-17,5,97.67,97.67,211.0416
773,2023-10-17,6,92.94,92.94,126.85939
774,2023-10-17,7,97.34,97.34,65.4867
775,2023-10-17,8,55.02,55.02,-0.12501
776,2023-10-17,9,55.02,55.02,-8.91091
777,2023-10-17,10,55.02,55.02,-122.10189
778,2023-10-17,11,55.01,55.01,-323.9842
779,2023-10-17,12,55.5,55.5,-427.6804
780,2023-10-17,13,56.0,56.0,-450.8518
781,2023-10-17,14,56.25,56.25,-71.5758
782,2023-10-17,15,158.0,158.0,187.912
783,2023-10-17,16,160.0,160.0,259.2415
784,2023-10-17,17,56.65,56.65,-6.16019
785,2023-10-17,18,145.0,145.0,179.7833
786,2023-10-17,19,145.0,145.0,33.7855
787,2023-10-17,20,145.0,145.0,70.7378
788,2023-10-17,21,58.0,58.0,-3.1185
789,2023-10-17,22,60.0,60.0,-134.2529
790,2023-10-17,23,60.0,60.0,-507.6673
791,2023-10-17,24,60.0,60.0,-492.5167
792,2023-10-17,25,60.0,60.0,-735.8015
793,2023-10-17,26,48.1,48.1,-936.855
794,2023-10-17,27,45.1,45.1,-1227.0941
795,2023-10-17,28,0.0,0.0,-1493.212
796,2023-10-17,29,0.0,0.0,-1536.1973
797,2023-10-17,30,45.1,45.1,-1227.6737
798,2023-10-17,31,45.1,45.1,-959.2842
799,2023-10-17,32,48.25,48.25,-618.5772
800,2023-10-17,33,62.2,62.2,-77.91719
801,2023-10-17,34,62.2,62.2,-27.1636
802,2023-10-17,35,62.2,62.2,-48.46
803,2023-10-17,36,140.0,140.0,125.9981
804,2023-10-17,37,145.95,145.95,572.5032
805,2023-10-17,38,145.95,145.95,473.7235
806,2023-10-17,39,140.0,140.0,56.617
807,2023-10-17,40,140.0,140.0,62.5577
808,2023-10-17,41,140.0,140.0,19.2854
809,2023-10-17,42,56.01,56.01,-83.7607
810,2023-10-17,43,140.0,140.0,27.8158
811,2023-10-17,44,145.5,145.5,107.6389
812,2023-10-17,45,74.23,74.23,252.37949
813,2023-10-17,46,48.69,48.69,176.3228
814,2023-10-17,47,55.53,55.53,83.47209
815,2023-10-17,48,46.09,46.09,-63.6186
816,2023-10-18,1,89.7,89.7,7.754
817,2023-10-18,2,29.33,29.33,-17.8982
818,2023-10-18,3,40.29,40.29,125.41819
819,2023-10-18,4,130.0,130.0,139.1766
820,2023-10-18,5,130.0,130.0,219.8235
821,2023-10-18,6,69.03,69.03,251.9851
822,2023-10-18,7,60.1,60.1,85.642
823,2023-10-18,8,-14.19255,-14.19255,-1.476
824,2023-10-18,9,-14.0,-14.0,-52.77991
825,2023-10-18,10,130.0,130.0,64.6851
826,2023-10-18,11,-26.61,-26.61,-66.2818
827,2023-10-18,12,130.0,130.0,17.5061
828,2023-10-18,13,125.0,125.0,14.1101
829,2023-10-18,14,129.0,129.0,292.4452
830,2023-10-18,15,129.0,129.0,373.9605
831,2023-10-18,16,135.0,135.0,395.7247
832,2023-10-18,17,135.0,135.0,97.9298
833,2023-10-18,18,133.71964,133.71964,274.0604
834,2023-10-18,19,130.0,130.0,82.55639
835,2023-10-18,20,130.0,130.0,5.93891
836,2023-10-18,21,131.0,131.0,224.2282
837,2023-10-18,22,130.0,130.0,70.2308
838,2023-10-18,23,125.0,125.0,3.30788
839,2023-10-18,24,0.0,0.0,-12.4127
840,2023-10-18,25,0.0,0.0,-74.06881
841,2023-10-18,26,124.0,124.0,46.085
842,2023-10-18,27,130.0,130.0,175.4409
843,2023-10-18,28,129.9,129.9,112.73119
844,2023-10-18,29,139.0,139.0,292.9304
845,2023-10-18,30,139.6,139.6,357.9153
846,2023-10-18,31,139.0,139.0,124.71751
847,2023-10-18,32,139.0,139.0,300.85657
848,2023-10-18,33,139.0,139.0,206.21321
849,2023-10-18,34,139.0,139.0,181.9663
850,2023-10-18,35,139.0,139.0,133.00671
851,2023-10-18,36,139.6,139.6,326.202
852,2023-10-18,37,139.6,139.6,322.9416
853,2023-10-18,38,139.6,139.6,306.96408
854,2023-10-18,39,139.0,139.0,166.07059
855,2023-10-18,40,139.6,139.6,200.4504
856,2023-10-18,41,139.6,139.6,383.81638
857,2023-10-18,42,135.0,135.0,150.39809
858,2023-10-18,43,135.0,135.0,167.67738
859,2023-10-18,44,52.17,52.17,-16.97682
860,2023-10-18,45,125.0,125.0,49.1563
861,2023-10-18,46,125.0,125.0,66.5546
862,2023-10-18,47,135.0,135.0,413.76508
863,2023-10-18,48,129.6,129.6,100.758
864,2023-10-19,1,129.5,129.5,41.1101
865,2023-10-19,2,21.4,21.4,-16.02853
866,2023-10-19,3,1.59,1.59,-86.3517
867,2023-10-19,4,125.0,125.0,31.2276
868,2023-10-19,5,81.9,81.9,26.2566
869,2023-10-19,6,-1.68,-1.68,-286.0382
870,2023-10-19,7,125.0,125.0,37.88601
871,2023-10-19,8,125.0,125.0,63.15629
872,2023-10-19,9,129.6,129.6,124.29419
873,2023-10-19,10,135.0,135.0,444.7796
874,2023-10-19,11,133.0,133.0,324.0764
875,2023-10-19,12,127.4,127.4,82.0444
876,2023-10-19,13,127.4,127.4,161.3013
877,2023-10-19,14,134.0,134.0,238.8296
878,2023-10-19,15,134.0,134.0,61.61841
879,2023-10-19,16,134.0,134.0,473.9659
880,2023-10-19,17,134.0,134.0,486.2713
881,2023-10-19,18,125.0,125.0,170.2063
882,2023-10-19,19,125.0,125.0,126.2699
883,2023-10-19,20,125.0,125.0,172.4757
884,2023-10-19,21,125.0,125.0,325.21982
885,2023-10-19,22,125.0,125.0,210.0629
886,2023-10-19,23,0.0,0.0,-120.54261
887,2023-10-19,24,129.0,129.0,130.5417
888,2023-10-19,25,129.0,129.0,288.8499
889,2023-10-19,26,124.0,124.0,20.3053
890,2023-10-19,27,124.0,124.0,200.0391
891,2023-10-19,28,32.0,32.0,-28.0113
892,2023-10-19,29,31.16,31.16,-30.854
893,2023-10-19,30,145.0,145.0,192.8805
894,2023-10-19,31,27.0,27.0,-279.8556
895,2023-10-19,32,10.0,10.0,-371.39508
896,2023-10-19,33,32.5,32.5,-130.6804
897,2023-10-19,34,124.18,124.18,90.6258
898,2023-10-19,35,145.0,145.0,314.8518
899,2023-10-19,36,145.0,145.0,424.9283
900,2023-10-19,37,147.9,147.9,619.9067
901,2023-10-19,38,147.9,147.9,686.2645
902,2023-10-19,39,147.9,147.9,647.395
903,2023-10-19,40,147.9,147.9,910.81177
904,2023-10-19,41,145.0,145.0,245.21321
905,2023-10-19,42,31.0,31.0,-230.63934
906,2023-10-19,43,5.0,5.0,-292.0839
907,2023-10-19,44,0.0,0.0,-153.89108
908,2023-10-19,45,31.0,31.0,-524.94366
909,2023-10-19,46,42.0,42.0,-539.43134
910,2023-10-19,47,98.49365,98.49365,10.7377
911,2023-10-19,48,0.0,0.0,-73.3645
912,2023-10-20,1,-24.50015,-24.50015,-266.267
913,2023-10-20,2,-61.04,-61.04,-557.37427
914,2023-10-20,3,-61.04,-61.04,-394.5166
915,2023-10-20,4,-21.53,-21.53,-148.4763
916,2023-10-20,5,124.9,124.9,121.1982
917,2023-10-20,6,5.0,5.0,-62.9038
918,2023-10-20,7,121.0,121.0,26.8711
919,2023-10-20,8,60.0,60.0,-202.04857
920,2023-10-20,9,38.26,38.26,-261.37323
921,2023-10-20,10,33.72,33.72,-365.02377
922,2023-10-20,11,0.0,0.0,-44.8648
923,2023-10-20,12,4.24587,4.24587,-16.6871
924,2023-10-20,13,107.13014,107.13014,10.5218
925,2023-10-20,14,115.0,115.0,482.8293
926,2023-10-20,15,136.0,136.0,280.69473
927,2023-10-20,16,136.0,136.0,561.2367
928,2023-10-20,17,136.0,136.0,121.4828
929,2023-10-20,18,133.6,133.6,84.9239
930,2023-10-20,19,115.06,115.06,-53.20162
931,2023-10-20,20,129.0,129.0,93.83869
932,2023-10-20,21,106.76,106.76,-106.79572
933,2023-10-20,22,100.0,100.0,-74.50147
934,2023-10-20,23,127.9,127.9,181.26453
935,2023-10-20,24,127.9,127.9,246.161
936,2023-10-20,25,128.0,128.0,509.0851
937,2023-10-20,26,127.9,127.9,598.5106
938,2023-10-20,27,121.0,121.0,280.6763
939,2023-10-20,28,121.0,121.0,215.12773
940,2023-10-20,29,121.0,121.0,43.80009
941,2023-10-20,30,121.0,121.0,19.23351
942,2023-10-20,31,124.56,124.56,59.16041
943,2023-10-20,32,130.56,130.56,301.6598
944,2023-10-20,33,130.56,130.56,321.0009
945,2023-10-20,34,134.56,134.56,397.4027
946,2023-10-20,35,137.56,137.56,399.5412
947,2023-10-20,36,137.56,137.56,521.3163
948,2023-10-20,37,137.56,137.56,512.6643
949,2023-10-20,38,137.56,137.56,466.8118
950,2023-10-20,39,134.56,134.56,150.6174
951,2023-10-20,40,137.56,137.56,460.8084
952,2023-10-20,41,134.56,134.56,430.64642
953,2023-10-20,42,134.56,134.56,391.5344
954,2023-10-20,43,129.0,129.0,79.95249
955,2023-10-20,44,128.9,128.9,48.02689
956,2023-10-20,45,126.9,126.9,71.8197
957,2023-10-20,46,120.9,120.9,33.3711
958,2023-10-20,47,125.0,125.0,35.44878
959,2023-10-20,48,126.8,126.8,532.3941
960,2023-10-21,1,125.0,125.0,567.1737
961,2023-10-21,2,124.9,124.9,363.47302
962,2023-10-21,3,100.0,100.0,-15.6234
963,2023-10-21,4,17.6,17.6,-87.1516
964,2023-10-21,5,10.23,10.23,-423.0413
965,2023-10-21,6,10.23,10.23,-398.639
966,2023-10-21,7,124.8,124.8,19.5351
967,2023-10-21,8,129.0,129.0,91.56541
968,2023-10-21,9,129.0,129.0,271.37048
969,2023-10-21,10,129.0,129.0,278.8257
970,2023-10-21,11,129.0,129.0,282.4526
971,2023-10-21,12,124.8,124.8,10.84211
972,2023-10-21,13,33.81,33.81,-160.6517
973,2023-10-21,14,33.81,33.81,-197.808
974,2023-10-21,15,10.0,10.0,-6.1709
975,2023-10-21,16,129.0,129.0,114.46739
976,2023-10-21,17,129.0,129.0,202.0918
977,2023-10-21,18,129.0,129.0,409.9489
978,2023-10-21,19,128.9,128.9,489.3161
979,2023-10-21,20,128.9,128.9,661.1189
980,2023-10-21,21,128.9,128.9,792.6604
981,2023-10-21,22,128.9,128.9,767.7315
982,2023-10-21,23,128.9,128.9,653.0261
983,2023-10-21,24,128.9,128.9,641.048
984,2023-10-21,25,128.9,128.9,591.6494
985,2023-10-21,26,128.9,128.9,422.7781
986,2023-10-21,27,126.9,126.9,50.5135
987,2023-10-21,28,126.9,126.9,131.5326
988,2023-10-21,29,126.9,126.9,117.34691
989,2023-10-21,30,126.5,126.5,119.12701
990,2023-10-21,31,126.5,126.5,46.3534
991,2023-10-21,32,127.0923,127.0923,74.2818
992,2023-10-21,33,128.9,128.9,50.0073
993,2023-10-21,34,128.5,128.5,115.371
994,2023-10-21,35,128.5,128.5,11.8556
995,2023-10-21,36,128.5,128.5,74.2573
996,2023-10-21,37,128.5,128.5,32.8855
997,2023-10-21,38,129.0,129.0,141.7153
998,2023-10-21,39,128.5,128.5,19.6688
999,2023-10-21,40,129.0,129.0,291.9155
1000,2023-10-21,41,174.0,174.0,542.7279
1001,2023-10-21,42,175.0,175.0,665.9564
1002,2023-10-21,43,165.0,165.0,704.4776
1003,2023-10-21,44,129.0,129.0,564.5972
1004,2023-10-21,45,127.0,127.0,425.9422
1005,2023-10-21,46,125.0,125.0,153.3729
1006,2023-10-21,47,129.0,129.0,182.8403
1007,2023-10-21,48,100.0,100.0,382.2215
1008,2023-10-22,1,148.0,148.0,361.9133
1009,2023-10-22,2,129.0,129.0,337.8197
1010,2023-10-22,3,129.0,129.0,243.7855
1011,2023-10-22,4,129.0,129.0,311.9557
1012,2023-10-22,5,129.0,129.0,410.6596
1013,2023-10-22,6,129.0,129.0,280.8028
1014,2023-10-22,7,129.0,129.0,371.7684
1015,2023-10-22,8,129.0,129.0,379.7334
1016,2023-10-22,9,129.0,129.0,205.12732
1017,2023-10-22,10,129.0,129.0,133.7703
1018,2023-10-22,11,129.0,129.0,110.9161
1019,2023-10-22,12,100.0,100.0,141.77121
1020,2023-10-22,13,129.0,129.0,184.1889
1021,2023-10-22,14,47.36,47.36,-20.1365
1022,2023-10-22,15,165.0,165.0,405.1483
1023,2023-10-22,16,165.0,165.0,279.7822
1024,2023-10-22,17,163.0,163.0,443.9022
1025,2023-10-22,18,165.0,165.0,511.0369
1026,2023-10-22,19,165.0,165.0,580.8995
1027,2023-10-22,20,165.0,165.0,574.5027
1028,2023-10-22,21,165.0,165.0,592.5391
1029,2023-10-22,22,165.0,165.0,358.3175
1030,2023-10-22,23,165.0,165.0,365.3429
1031,2023-10-22,24,75.0,75.0,-13.30361
1032,2023-10-22,25,75.0,75.0,-21.83083
1033,2023-10-22,26,133.0,133.0,7.347
1034,2023-10-22,27,133.0,133.0,83.7264
1035,2023-10-22,28,133.0,133.0,69.9373
1036,2023-10-22,29,164.0,164.0,296.7569
1037,2023-10-22,30,154.0,154.0,193.5863
1038,2023-10-22,31,129.0,129.0,47.498
1039,2023-10-22,32,139.9,139.9,255.7566
1040,2023-10-22,33,164.0,164.0,412.564
1041,2023-10-22,34,170.0,170.0,558.9694
1042,2023-10-22,35,170.0,170.0,577.2673
1043,2023-10-22,36,190.0,190.0,770.0592
1044,2023-10-22,37,190.0,190.0,938.6743
1045,2023-10-22,38,190.0,190.0,784.1174
1046,2023-10-22,39,170.0,170.0,204.3445
1047,2023-10-22,40,170.0,170.0,319.2334
1048,2023-10-22,41,170.0,170.0,193.2781
1049,2023-10-22,42,145.0,145.0,10.3464
1050,2023-10-22,43,145.0,145.0,112.63119
1051,2023-10-22,44,145.0,145.0,127.8442
1052,2023-10-22,45,145.0,145.0,153.965
1053,2023-10-22,46,136.9,136.9,34.7728
1054,2023-10-22,47,56.25,56.25,-30.25651
1055,2023-10-22,48,150.0,150.0,201.2199
1056,2023-10-23,1,150.0,150.0,67.8494
1057,2023-10-23,2,100.0,100.0,142.81828
1058,2023-10-23,3,123.0,123.0,115.07531
1059,2023-10-23,4,122.66093,122.66093,139.2826
1060,2023-10-23,5,56.25,56.25,-13.61671
1061,2023-10-23,6,145.0,145.0,214.4022
1062,2023-10-23,7,56.25,56.25,-165.8419
1063,2023-10-23,8,56.5,56.5,-123.9663
1064,2023-10-23,9,105.95,105.95,72.03239
1065,2023-10-23,10,56.25,56.25,-106.9175
1066,2023-10-23,11,56.5,56.5,-51.9231
1067,2023-10-23,12,56.25,56.25,-178.8332
1068,2023-10-23,13,150.0,150.0,367.9958
1069,2023-10-23,14,150.0,150.0,257.6334
1070,2023-10-23,15,150.0,150.0,198.21368
1071,2023-10-23,16,150.0,150.0,221.553
1072,2023-10-23,17,154.0,154.0,319.1143
1073,2023-10-23,18,158.04,158.04,317.9832
1074,2023-10-23,19,154.0,154.0,184.5433
1075,2023-10-23,20,154.0,154.0,116.0933
1076,2023-10-23,21,154.0,154.0,40.939
1077,2023-10-23,22,80.43,80.43,-6.0651
1078,2023-10-23,23,154.0,154.0,197.7499
1079,2023-10-23,24,154.0,154.0,181.5677
1080,2023-10-23,25,155.0,155.0,339.0335
1081,2023-10-23,26,154.0,154.0,135.7748
1082,2023-10-23,27,150.0,150.0,131.3973
1083,2023-10-23,28,154.0,154.0,212.1811
1084,2023-10-23,29,165.0,165.0,540.3697
1085,2023-10-23,30,165.0,165.0,377.1707
1086,2023-10-23,31,154.0,154.0,163.9916
1087,2023-10-23,32,185.0,185.0,449.8887
1088,2023-10-23,33,184.0,184.0,733.8875
1089,2023-10-23,34,167.0,167.0,353.9126
1090,2023-10-23,35,164.11328,164.11328,136.0984
1091,2023-10-23,36,169.0,169.0,210.3296
1092,2023-10-23,37,157.6,157.6,464.8671
1093,2023-10-23,38,155.71,155.71,182.6267
1094,2023-10-23,39,167.0,167.0,314.0909
1095,2023-10-23,40,134.36,134.36,163.5369
1096,2023-10-23,41,169.0,169.0,394.0201
1097,2023-10-23,42,168.0,168.0,158.6844
1098,2023-10-23,43,168.0,168.0,231.0814
1099,2023-10-23,44,168.0,168.0,462.389
1100,2023-10-23,45,150.0,150.0,280.5979
1101,2023-10-23,46,150.0,150.0,85.1024
1102,2023-10-23,47,62.5,62.5,-238.046
1103,2023-10-23,48,62.5,62.5,-356.21432
1104,2023-10-24,1,62.5,62.5,-217.88602
1105,2023-10-24,2,67.0,67.0,-61.3914
1106,2023-10-24,3,103.82,103.82,221.1484
1107,2023-10-24,4,150.0,150.0,206.5485
1108,2023-10-24,5,103.6,103.6,163.38731
1109,2023-10-24,6,110.64,110.64,211.1543
1110,2023-10-24,7,67.0,67.0,-59.4694
1111,2023-10-24,8,93.22,93.22,35.75269
1112,2023-10-24,9,96.48,96.48,13.46451
1113,2023-10-24,10,62.5,62.5,-48.31423
1114,2023-10-24,11,150.0,150.0,198.7235
1115,2023-10-24,12,150.0,150.0,315.4101
1116,2023-10-24,13,150.0,150.0,192.9329
1117,2023-10-24,14,168.0,168.0,552.5477
1118,2023-10-24,15,131.88,131.88,481.6248
1119,2023-10-24,16,160.0,160.0,843.2583
